ref	sent.word	text	word	norm	lemma	pos	analysis	gloss
46.02.070	340.07	τοῖς	τοῖς	τοῖς	ὁ	article	DPY	the
46.02.071	340.08	ἰδιώταις	ἰδιώταις	ἰδιώταις	ἰδιώτης	noun	DPM	a private person, an individual
46.02.072	340.09	ἐπιδείκνυε,	ἐπιδείκνυε	ἐπιδείκνυε	ἐπιδείκνυμι	verb	PAD.2S^IAI.3S	to exhibit as a specimen
46.02.073	340.10	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
46.02.074	340.11	ἀπ’	ἀπ’	ἀπό	ἀπό	preposition	-	from, away from. c. gen.
46.02.075	340.12	αὐτῶν	αὐτῶν	αὐτῶν	αὐτός	pronoun	GPN^GPF^GPM	unemph. 3rd pers.pronoun; -self; [the] same
46.02.076	340.13	πεφθέντων	πεφθέντων	πεφθέντων	πέσσω	verb	APP.GP-	to cook, bake; to ripen, to digest
46.02.077	340.14	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
46.02.078	340.15	ἔργα.	ἔργα	ἔργα	ἔργον	noun	SPN	work
47.01.001	341.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when, whenever
47.01.002	341.02	εὐτελῶς	εὐτελῶς	εὐτελῶς	εὐτελής	adverb	-	easily paid for, cheap
47.01.003	341.03	ἡρμοσμένος	ἡρμοσμένος	ἡρμοσμένος	ἁρμόζω	verb	XMP.NS-	to fit together, join
47.01.004	341.04	ᾖς	ᾖς	ᾖς	εἰμί	verb	PAS.2S	to be
47.01.005	341.05	κατὰ	κατὰ	κατά	κατά	preposition	-	down, against with gen.; according to, throughout with acc.
47.01.006	341.06	τὸ	τὸ	τό	ὁ	article	SSN	the
47.01.007	341.07	σῶμα,	σῶμα	σῶμα	σῶμα	adjective	SSN	the body
47.01.008	341.08	μὴ	μὴ	μή	μή	conjunction	-	not
47.01.009	341.09	καλλωπίζου	καλλωπίζου	καλλωπίζου	καλλωπίζω	verb	PMD.2S^IMI.2S	to make the face beautiful;
47.01.010	341.10	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
47.01.011	341.11	τούτῳ	τούτῳ	τούτῳ	οὗτος	pronoun	DSY	this; that
47.01.012	341.12	μήδ’,	μήδ’	μήδ’	μηδέ	particle	-	but not
47.01.013	341.13	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
47.01.014	341.14	ὕδωρ	ὕδωρ	ὕδωρ	ὕδωρ	noun	SSN	water
47.01.015	341.15	πίνῃς,	πίνῃς	πίνῃς	πίνω	verb	PAS.2S	to drink
47.01.016	341.16	ἐκ	ἐκ	ἐκ	ἐκ	preposition	-	from out of
47.01.017	341.17	πάσης	πάσης	πάσης	πᾶς	adjective	GSF	all, the whole
47.01.018	341.18	ἀφορμῆς	ἀφορμῆς	ἀφορμῆς	ἀφορμή	noun	GSF	a starting-point
47.01.019	341.19	λέγε,	λέγε	λέγε	λέγω	verb	PAD.2S^IAI.3S	to say, tell, speak; epic and arch.: pick, gather
47.01.020	341.20	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
47.01.021	341.21	ὕδωρ	ὕδωρ	ὕδωρ	ὕδωρ	noun	SSN	water
47.01.022	341.22	πίνεις.	πίνεις	πίνεις	πίνω	verb	PAI.2S	to drink
47.01.023	342.01	κἂν	κἂν	κἄν	κἀν	conjunction	-	crasis of καὶ ἐν
47.01.024	342.02	ἀσκῆσαί	ἀσκῆσαί	ἀσκῆσαί	ἀσκέω	verb	AAN	(prose) exercise, train (poetry) to work curiously, form by art, fashion,  revere
47.01.025	342.03	ποτε	ποτε	ποτέ	ποτέ	particle	-	-
47.01.026	342.04	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
47.01.027	342.05	πόνον	πόνον	πόνον	πόνος	noun	ASM	work
47.01.028	342.06	θέλῃς.	θέλῃς	θέλῃς	ἐθέλω	verb	PAS.2S	to will, wish, purpose
47.01.029	343.01	σεαυτῷ	σεαυτῷ	σεαυτῷ	σαυτοῦ	pronoun	DSY^DSN^DSM	-
47.01.030	343.02	καὶ	καὶ	καί	καί	conjunction	-	and, also
47.01.031	343.03	μὴ	μὴ	μή	μή	conjunction	-	not
47.01.032	343.04	τοῖς	τοῖς	τοῖς	ὁ	article	DPY	the
47.01.033	343.05	ἔξω:	ἔξω	ἔξω	ἔξω	adverb	-	out
47.01.034	344.01	μὴ	μὴ	μή	μή	conjunction	-	not
47.01.035	344.02	τοὺς	τοὺς	τούς	ὁ	article	APM	the
47.01.036	344.03	ἀνδριάντας	ἀνδριάντας	ἀνδριάντας	ἀνδριάς	noun	APM	the image of a man, a statue
47.01.037	344.04	περιλάμβανε:	περιλάμβανε	περιλάμβανε	περιλάω	verb	PAD.2S^IAI.3S	-
47.01.038	345.01	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
47.01.039	345.02	διψῶν	διψῶν	διψῶν	διψάω	verb	PAP.VS-^PAP.SS-^PAP.NS-	to thirst
47.01.040	345.03	ποτε	ποτε	ποτέ	ποτέ	particle	-	-
47.01.041	345.04	σφοδρῶς	σφοδρῶς	σφοδρῶς	σφοδρός	adjective	---^---	vehement, violent, excessive
47.01.042	345.05	ἐπίσπασαι	ἐπίσπασαι	ἐπίσπασαι	ἐπισπάω	verb	AMD.2S^AMD.2S	to draw
47.01.043	345.06	ψυχροῦ	ψυχροῦ	ψυχροῦ	ψυχρός	adjective	GSY	cold, chill
47.01.044	345.07	ὕδατος	ὕδατος	ὕδατος	ὕδωρ	noun	GSN	water
47.01.045	345.08	καὶ	καὶ	καί	καί	conjunction	-	and, also
47.01.046	345.09	ἔκπτυσον	ἔκπτυσον	ἔκπτυσον	ἐκπτύω	verb	AAD.2S	to spit out of
47.01.047	345.10	καὶ	καὶ	καί	καί	conjunction	-	and, also
47.01.048	345.11	μηδενὶ	μηδενὶ	μηδενί	μηδείς	pronoun	DS-	(and not one); not one, no-one
47.01.049	345.12	εἴπῃς.	εἴπῃς	εἴπῃς	εἶπον	verb	AAS.2S^AAS.2S	to speak, say
48.01.001	346.01	ἰδιώτου	ἰδιώτου	ἰδιώτου	ἰδιώτης	noun	GSM	a private person, an individual
48.01.002	346.02	στάσις	στάσις	στάσις	στάσις	adjective	APF^NSF	a standing, the posture of standing
48.01.003	346.03	καὶ	καὶ	καί	καί	conjunction	-	and, also
48.01.004	346.04	χαρακτήρ:	χαρακτήρ	χαρακτήρ	χαρακτήρ	noun	NSM	a mark engraved
48.01.005	347.01	οὐδέποτε	οὐδέποτε	οὐδέποτε	οὐδέποτε	adverb	-	never
48.01.006	347.02	ἐξ	ἐξ	ἐκ@	ἐκ	preposition	-	from out of
48.01.007	347.03	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	pronoun	GSN^GSM	himself, herself, themselves
48.01.008	347.04	προσδοκᾷ	προσδοκᾷ	προσδοκᾷ	προσδοκάω	verb	PMS.2S^PMI.2S^PAS.3S^PAI.3S^PMS.2S^PMI.2S^PAS.3S^PAI.3S	to expect
48.01.009	347.05	ὠφέλειαν	ὠφέλειαν	ὠφέλειαν	ὠφέλεια	noun	ASF	help, aid, succour, assistance
48.01.010	347.06	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
48.01.011	347.07	βλάβην,	βλάβην	βλάβην	βλάβος	noun	ASN	-
48.01.012	347.08	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
48.01.013	347.09	ἀπὸ	ἀπὸ	ἀπό	ἀπό	preposition	-	from, away from. c. gen.
48.01.014	347.10	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
48.01.015	347.11	ἔξω.	ἔξω	ἔξω	ἔξω	adverb	-	out
48.01.016	348.01	φιλοσόφου	φιλοσόφου	φιλοσόφου	φιλόσοφος	noun	GSM	a lover of wisdom
48.01.017	348.02	στάσις	στάσις	στάσις	στάσις	adjective	APF^NSF	a standing, the posture of standing
48.01.018	348.03	καὶ	καὶ	καί	καί	conjunction	-	and, also
48.01.019	348.04	χαρακτήρ:	χαρακτήρ	χαρακτήρ	χαρακτήρ	noun	NSM	a mark engraved
48.01.020	349.01	πᾶσαν	πᾶσαν	πᾶσαν	πᾶς	adjective	ASF	all, the whole
48.01.021	349.02	ὠφέλειαν	ὠφέλειαν	ὠφέλειαν	ὠφέλεια	noun	ASF	help, aid, succour, assistance
48.01.022	349.03	καὶ	καὶ	καί	καί	conjunction	-	and, also
48.01.023	349.04	βλάβην	βλάβην	βλάβην	βλάβος	noun	ASN	-
48.01.024	349.05	ἐξ	ἐξ	ἐκ@	ἐκ	preposition	-	from out of
48.01.025	349.06	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	pronoun	GSN^GSM	himself, herself, themselves
48.01.026	349.07	προσδοκᾷ.	προσδοκᾷ	προσδοκᾷ	προσδοκάω	verb	PMS.2S^PMI.2S^PAS.3S^PAI.3S^PMS.2S^PMI.2S^PAS.3S^PAI.3S	to expect
48.02.001	350.01	σημεῖα	σημεῖα	σημεῖα	σημεῖον	noun	SPN	a sign, a mark, token
48.02.002	350.02	προκόπτοντος:	προκόπτοντος	προκόπτοντος	προκόπτω	verb	PAP.GS-	to advance
48.02.003	351.01	οὐδένα	οὐδένα	οὐδένα	οὐδείς	pronoun	ASZ^SPN	not one, nobody
48.02.004	351.02	ψέγει,	ψέγει	ψέγει	ψέγω	verb	PMI.2S^PAI.3S	to blame, censure
48.02.005	351.03	οὐδένα	οὐδένα	οὐδένα	οὐδείς	pronoun	ASZ^SPN	not one, nobody
48.02.006	351.04	ἐπαινεῖ,	ἐπαινεῖ	ἐπαινεῖ	ἐπαινέω	verb	PMI.2S^PAI.3S^PMI.2S^PAI.3S	to approve, applaud, commend
48.02.007	351.05	οὐδένα	οὐδένα	οὐδένα	οὐδείς	pronoun	ASZ^SPN	not one, nobody
48.02.008	351.06	μέμφεται,	μέμφεται	μέμφεται	μέμφομαι	verb	PMI.3S	to blame, censure, find fault with
48.02.009	351.07	οὐδενὶ	οὐδενὶ	οὐδενί	οὐδείς	pronoun	DS-	not one, nobody
48.02.010	351.08	ἐγκαλεῖ,	ἐγκαλεῖ	ἐγκαλεῖ	ἐγκαλέω	verb	PMI.2S^PAI.3S^FMI.2S^FAI.3S^PMI.2S^PAI.3S	to call in; bring a charge or accusation
48.02.011	351.09	οὐδὲν	οὐδὲν	οὐδέν	οὐδείς	pronoun	SSN	not one, nobody
48.02.012	351.10	περὶ	περὶ	περί	περί	preposition	-	around, round about with gen., dat., and acc.
48.02.013	351.11	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	pronoun	GSN^GSM	himself, herself, themselves
48.02.014	351.12	λέγει	λέγει	λέγει	λέγω	verb	PMI.2S^PAI.3S	to say, tell, speak; epic and arch.: pick, gather
48.02.015	351.13	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
48.02.016	351.14	ὄντος	ὄντος	ὄντος	εἰμί	verb	PAP.GS-	to be
48.02.017	351.15	τινὸς	τινὸς	τινός	τις	pronoun	GS-	any one, any thing, some one, some thing;
48.02.018	351.16	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
48.02.019	351.17	εἰδότος	εἰδότος	εἰδότος	οἶδα	verb	XAP.GS-	to know
48.02.020	351.18	τι.	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
48.02.021	352.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when, whenever
48.02.022	352.02	ἐμποδισθῇ	ἐμποδισθῇ	ἐμποδισθῇ	ἐμποδίζω	verb	APS.3S^APS.3S	to put the feet in bonds, to fetter
48.02.023	352.03	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
48.02.024	352.04	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
48.02.025	352.05	κωλυθῇ,	κωλυθῇ	κωλυθῇ	κωλύω	verb	APS.3S	to let, hinder, check, prevent
48.02.026	352.06	ἑαυτῷ	ἑαυτῷ	ἑαυτῷ	ἑαυτοῦ	pronoun	DSN^DSM	himself, herself, themselves
48.02.027	352.07	ἐγκαλεῖ.	ἐγκαλεῖ	ἐγκαλεῖ	ἐγκαλέω	verb	PMI.2S^PAI.3S^FMI.2S^FAI.3S^PMI.2S^PAI.3S	to call in; bring a charge or accusation
48.02.028	353.01	κἄν	κἄν	κἄν	κἀν	conjunction	-	crasis of καὶ ἐν
48.02.029	353.02	τις	τις	τις	τις	pronoun	NSZ	any one, any thing, some one, some thing;
48.02.030	353.03	αὐτὸν	αὐτὸν	αὐτόν	αὐτός	pronoun	ASM	unemph. 3rd pers.pronoun; -self; [the] same
48.02.031	353.04	ἐπαινῇ,	ἐπαινῇ	ἐπαινῇ	ἐπαινός	adjective	DSF	awesome (of Hecate, Persephone)
48.02.032	353.05	καταγελᾷ	καταγελᾷ	καταγελᾷ	καταγελάω	verb	PMS.2S^PMI.2S^PAS.3S^PAI.3S^PMS.2S^PMI.2S^PAS.3S^PAI.3S^FMI.2S^FAI.3S	to laugh at, jeer
48.02.033	353.06	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	the
48.02.034	353.07	ἐπαινοῦντος	ἐπαινοῦντος	ἐπαινοῦντος	ἐπαινέω	verb	PAP.GS-^PAP.GS-	to approve, applaud, commend
48.02.035	353.08	αὐτὸς	αὐτὸς	αὐτός	αὐτός	pronoun	NSM	unemph. 3rd pers.pronoun; -self; [the] same
48.02.036	353.09	παρ’	παρ’	παρά	παρά	preposition	-	from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.
48.02.037	353.10	ἑαυτῷ:	ἑαυτῷ	ἑαυτῷ	ἑαυτοῦ	pronoun	DSN^DSM	himself, herself, themselves
48.02.038	354.01	κἂν	κἂν	κἄν	κἀν	conjunction	-	crasis of καὶ ἐν
48.02.039	354.02	ψέγῃ,	ψέγῃ	ψέγῃ	ψέγω	verb	PMS.2S^PMI.2S^PAS.3S	to blame, censure
48.02.040	354.03	οὐκ	οὐκ	οὐ	οὐ	adverb	-	not
48.02.041	354.04	ἀπολογεῖται.	ἀπολογεῖται	ἀπολογεῖται	ἀπολογέομαι	verb	PMI.3S^PMI.3S	to speak in defence, defend oneself
48.02.042	355.01	περίεισι	περίεισι	περίεισι	περίειμι	verb	PAI.3P	be superior, survive, be left over
48.02.043	355.02	δὲ	δὲ	δέ	δέ	particle	-	but
48.02.044	355.03	καθάπερ	καθάπερ	καθάπερ	καθά	adverb	-	according as, just as
48.02.045	355.04	οἱ	οἱ	οἱ	ὁ	article	NPM	the
48.02.046	355.05	ἄρρωστοι,	ἄρρωστοι	ἄρρωστοι	ἄρρωστος	adjective	NPZ	weak, sickly
48.02.047	355.06	εὐλαβούμενός	εὐλαβούμενός	εὐλαβούμενός	εὐλαβέομαι	verb	PMP.NS-	to be discreet, cautious, beware
48.02.048	355.07	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
48.02.049	355.08	κινῆσαι	κινῆσαι	κινῆσαι	κινέω	verb	AAN	to set in motion, to move
48.02.050	355.09	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
48.02.051	355.10	καθισταμένων,	καθισταμένων	καθισταμένων	καθίστημι	verb	PMP.GP-^PMP.GP-	to set down, place
48.02.052	355.11	πρὶν	πρὶν	πρίν	πρίν	adverb	-	before; (after negated main clause) until
48.02.053	355.12	πῆξιν	πῆξιν	πῆξιν	πῆξις	noun	ASF	a fixing, constructing
48.02.054	355.13	λαβεῖν.	λαβεῖν	λαβεῖν	λαμβάνω	verb	AAN	to take, seize, receive
48.03.001	356.01	ὄρεξιν	ὄρεξιν	ὄρεξιν	ὄρεξις	noun	ASF	desire, appetite
48.03.002	356.02	ἅπασαν	ἅπασαν	ἅπασαν	ἅπας	adjective	ASF	quite all, the whole
48.03.003	356.03	ἦρκεν	ἦρκεν	ἦρκεν	αἴρω	verb	YAI.3P^XAI.3S	to take up, raise, lift up
48.03.004	356.04	ἐξ	ἐξ	ἐκ@	ἐκ	preposition	-	from out of
48.03.005	356.05	ἑαυτοῦ:	ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	pronoun	GSN^GSM	himself, herself, themselves
48.03.006	357.01	τὴν	τὴν	τήν	ὁ	article	ASF	the
48.03.007	357.02	δ’	δ’	δέ	δέ	particle	-	but
48.03.008	357.03	ἔκκλισιν	ἔκκλισιν	ἔκκλισιν	ἔκκλισις	noun	ASF	turning out of one's course, deflexion
48.03.009	357.04	εἰς	εἰς	εἰς	εἰς	preposition	-	into, to c. acc.
48.03.010	357.05	μόνα	μόνα	μόνα	μόνος	adjective	SPN^SDF^NSF	alone, left alone, forsaken solitary
48.03.011	357.06	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
48.03.012	357.07	παρὰ	παρὰ	παρά	παρά	preposition	-	from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.
48.03.013	357.08	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	the nature, natural qualities, powers, constitution, condition
48.03.014	357.09	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
48.03.015	357.10	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
48.03.016	357.11	ἡμῖν	ἡμῖν	ἡμῖν	ἐγώ	pronoun	DPZ1	I (first person pronoun)
48.03.017	357.12	μετατέθεικεν.	μετατέθεικεν	μετατέθεικεν	μετατίθημι	verb	XAI.3S^YAI.3P	to place among
48.03.018	358.01	ὁρμῇ	ὁρμῇ	ὁρμῇ	ὁρμή	noun	DSF	a violent movement onwards, an assault, attack, onset
48.03.019	358.02	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
48.03.020	358.03	ἅπαντα	ἅπαντα	ἅπαντα	ἅπας	adjective	SPN^ASM	quite all, the whole
48.03.021	358.04	ἀνειμένῃ	ἀνειμένῃ	ἀνειμένῃ	ἀνίημι	verb	XMP.DS-	to send up; let go, abate
48.03.022	358.05	χρῆται.	χρῆται	χρῆται	χράομαι	verb	PMS.3S^PMI.3S^PMS.3S^PMI.3S	use, experience
48.03.023	359.01	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
48.03.024	359.02	ἠλίθιος	ἠλίθιος	ἠλίθιος	ἠλίθιος	adjective	NSM	idle, vain, random
48.03.025	359.03	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
48.03.026	359.04	ἀμαθὴς	ἀμαθὴς	ἀμαθής	ἀμαθής	adjective	NSZ	unlearned, ignorant, stupid, boorish
48.03.027	359.05	δοκῇ,	δοκῇ	δοκῇ	δοκάζω	verb	FMI.2S^FAI.3S	wait for
48.03.028	359.06	οὐ	οὐ	οὐ	οὐ	adverb	-	not
48.03.029	359.07	πεφρόντικεν.	πεφρόντικεν	πεφρόντικεν	φροντίζω	verb	XAI.3S^YAI.3P	to think, consider, reflect, take thought, have a care, give heed
48.03.030	360.01	ἐνί	ἐνί	ἐνί	ἐν	preposition	-	in, among. c. dat.
48.03.031	360.02	τε	τε	τε	τε	particle	-	and
48.03.032	360.03	λόγῳ,	λόγῳ	λόγῳ	λόγος	noun	DSM	the word
48.03.033	360.04	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
48.03.034	360.05	ἐχθρὸν	ἐχθρὸν	ἐχθρόν	ἐχθρός	adjective	ASM^SSN	hated, hateful; enemy
48.03.035	360.06	ἑαυτὸν	ἑαυτὸν	ἑαυτόν	ἑαυτοῦ	pronoun	ASM	himself, herself, themselves
48.03.036	360.07	παραφυλάσσει	παραφυλάσσει	παραφυλάσσει	παραφυλάσσω	verb	PMI.2S^PAI.3S^PMI.2S^PAI.3S	to watch beside, to guard closely, watch narrowly
48.03.037	360.08	καὶ	καὶ	καί	καί	conjunction	-	and, also
48.03.038	360.09	ἐπίβουλον.	ἐπίβουλον	ἐπίβουλον	ἐπίβουλος	adjective	ASZ^SSN	plotting against
49.01.001	361.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when, whenever
49.01.002	361.02	τις	τις	τις	τις	pronoun	NSZ	any one, any thing, some one, some thing;
49.01.003	361.03	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
49.01.004	361.04	τῷ	τῷ	τῷ	ὁ	article	DSY	the
49.01.005	361.05	νοεῖν	νοεῖν	νοεῖν	νοέω	verb	PAN	to perceive by the eyes, observe, notice
49.01.006	361.06	καὶ	καὶ	καί	καί	conjunction	-	and, also
49.01.007	361.07	ἐξηγεῖσθαι	ἐξηγεῖσθαι	ἐξηγεῖσθαι	ἐξηγέομαι	verb	PMN^PMN	to be leader of; dictate, interpret, explain
49.01.008	361.08	δύνασθαι	δύνασθαι	δύνασθαι	δύναμαι	verb	PMN	to be able, capable, strong enough
49.01.009	361.09	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
49.01.010	361.10	Χρυσίππου	Χρυσίππου	Χρυσίππου	Χρύσιππος	proper	GSM	Chrysippus
49.01.011	361.11	βιβλία	βιβλία	βιβλία	βιβλίον	noun	SPN	a paper, scroll, letter
49.01.012	361.12	σεμνύνηται,	σεμνύνηται	σεμνύνηται	σεμνύνω	verb	AMS.3S^PMS.3S	to exalt, magnify
49.01.013	361.13	λέγε	λέγε	λέγε	λέγω	verb	PAD.2S^IAI.3S	to say, tell, speak; epic and arch.: pick, gather
49.01.014	361.14	αὐτὸς	αὐτὸς	αὐτός	αὐτός	pronoun	NSM	unemph. 3rd pers.pronoun; -self; [the] same
49.01.015	361.15	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
49.01.016	361.16	ἑαυτὸν	ἑαυτὸν	ἑαυτόν	ἑαυτοῦ	pronoun	ASM	himself, herself, themselves
49.01.017	361.17	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
49.01.018	361.18	«εἰ	εἰ	εἰ	εἰ	conjunction	-	conj. if, whether; part. w/wishes, adv. w/imperatives
49.01.019	361.19	μὴ	μὴ	μή	μή	conjunction	-	not
49.01.020	361.20	Χρύσιππος	Χρύσιππος	Χρύσιππος	Χρύσιππος	proper	NSM	Chrysippus
49.01.021	361.21	ἀσαφῶς	ἀσαφῶς	ἀσαφῶς	ἀσαφής	adverb	-	indistinct
49.01.022	361.22	ἐγεγράφει,	ἐγεγράφει	ἐγεγράφει	γράφω	verb	YAI.3S	to scratch, draw, write
49.01.023	361.23	οὐδὲν	οὐδὲν	οὐδέν	οὐδείς	pronoun	SSN	not one, nobody
49.01.024	361.24	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
49.01.025	361.25	εἶχεν	εἶχεν	εἶχεν	ἔχω	verb	IAI.3S	to have
49.01.026	361.26	οὗτος,	οὗτος	οὗτος	οὗτος	pronoun	NSM	this; that
49.01.027	361.27	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
49.01.028	361.28	ᾧ	ᾧ	ᾧ	ὅς	pronoun	DSY	who, that, which: relative pronoun
49.01.029	361.29	ἐσεμνύνετο.»	ἐσεμνύνετο	ἐσεμνύνετο	σεμνύνω	verb	IMI.3S	to exalt, magnify
49.01.030	362.01	ἐγὼ	ἐγὼ	ἐγώ	ἐγώ	pronoun	NSZ1	I (first person pronoun)
49.01.031	362.02	δὲ	δὲ	δέ	δέ	particle	-	but
49.01.032	362.03	τί	τί	τί	τίς	pronoun	SSN	who? which?
49.01.033	362.04	βούλομαι;	βούλομαι	βούλομαι	βούλομαι	verb	PMI.1S	to will, wish, be willing
49.01.034	363.01	καταμαθεῖν	καταμαθεῖν	καταμαθεῖν	καταμανθάνω	verb	AAN	to observe well, examine closely
49.01.035	363.02	τὴν	τὴν	τήν	ὁ	article	ASF	the
49.01.036	363.03	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	the nature, natural qualities, powers, constitution, condition
49.01.037	363.04	καὶ	καὶ	καί	καί	conjunction	-	and, also
49.01.038	363.05	ταύτῃ	ταύτῃ	ταύτῃ	ταύτῃ	adverb	-	in this way
49.01.039	363.06	ἕπεσθαι.	ἕπεσθαι	ἕπεσθαι	ἕπομαι	verb	PMN	follow
49.01.040	364.01	ζητῶ	ζητῶ	ζητῶ	ζητέω	verb	PAS.1S^PAI.1S	to seek, seek for
49.01.041	364.02	οὖν,	οὖν	οὖν	οὖν	particle	-	so, then, therefore
49.01.042	364.03	τίς	τίς	τίς	τίς	pronoun	NSZ	who? which?
49.01.043	364.04	ἐστιν	ἐστιν	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
49.01.044	364.05	ὁ	ὁ	ὁ	ὁ	article	NSM	the
49.01.045	364.06	ἐξηγούμενος:	ἐξηγούμενος	ἐξηγούμενος	ἐξηγέομαι	verb	PMP.NS-^PMP.NS-	to be leader of; dictate, interpret, explain
49.01.046	365.01	καὶ	καὶ	καί	καί	conjunction	-	and, also
49.01.047	365.02	ἀκούσας,	ἀκούσας	ἀκούσας	ἀκέω	verb	PAP.AP-^PAP.GS-	heal
49.01.048	365.03	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
49.01.049	365.04	Χρύσιππος,	Χρύσιππος	Χρύσιππος	Χρύσιππος	proper	NSM	Chrysippus
49.01.050	365.05	ἔρχομαι	ἔρχομαι	ἔρχομαι	ἔρχομαι	verb	PMI.1S	to come
49.01.051	365.06	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
49.01.052	365.07	αὐτόν.	αὐτόν	αὐτόν	αὐτός	pronoun	ASM	unemph. 3rd pers.pronoun; -self; [the] same
49.01.053	366.01	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
49.01.054	366.02	οὐ	οὐ	οὐ	οὐ	adverb	-	not
49.01.055	366.03	νοῶ	νοῶ	νοῶ	νοέω	verb	PAS.1S^PAI.1S	to perceive by the eyes, observe, notice
49.01.056	366.04	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
49.01.057	366.05	γεγραμμένα:	γεγραμμένα	γεγραμμένα	γράφω	verb	XMP.SP-^XMP.SD-^XMP.NS-	to scratch, draw, write
49.01.058	367.01	ζητῶ	ζητῶ	ζητῶ	ζητέω	verb	PAS.1S^PAI.1S	to seek, seek for
49.01.059	367.02	οὖν	οὖν	οὖν	οὖν	particle	-	so, then, therefore
49.01.060	367.03	τὸν	τὸν	τόν	ὁ	article	ASM	the
49.01.061	367.04	ἐξηγούμενον.	ἐξηγούμενον	ἐξηγούμενον	ἐξηγέομαι	verb	PMP.AS-^PMP.SS-^PMP.AS-^PMP.SS-	to be leader of; dictate, interpret, explain
49.01.062	368.01	καὶ	καὶ	καί	καί	conjunction	-	and, also
49.01.063	368.02	μέχρι	μέχρι	μέχρι(ς)	μέχρι	preposition	-	until (prep. and conj. w. aor.), as long as (conj. w. pres.)
49.01.064	368.03	τούτων	τούτων	τούτων	οὗτος	pronoun	GPX	this; that
49.01.065	368.04	οὔπω	οὔπω	οὔπω	οὔπω	adverb	-	not yet
49.01.066	368.05	σεμνὸν	σεμνὸν	σεμνόν	σεμνός	adjective	ASM^SSN	revered, august, holy, awful
49.01.067	368.06	οὐδέν.	οὐδέν	οὐδέν	οὐδείς	pronoun	SSN	not one, nobody
